,MyID,title,director,cast,source,imdb_id,imdb_votes,keywords,type,genre,imdb_score,popularity_score,vote_count,vote_average,description,demog_score,tags,listtags
0,28,GROWN UPS,Dennis Dugan,"['Adam', 'Sandler,', 'Kevin', 'James,', 'Chris', 'Rock,', 'David', 'Spade,', 'Rob', 'Schneider,', 'Salma', 'Hayek,', 'Maria', 'Bello,', 'Maya', 'Rudolph,', 'Colin', 'Quinn,', 'Tim', 'Meadows,', 'Joyce', 'Van', 'Patten']",Netflix,tt1375670:tt1375670,247229.0,['buddies buddy comedy arrow convertible friends foot swing friendship overweight '],MOVIE:MOVIE,"['', 'comedy', 'drama', 'european', 'comedy', '', 'comedy', '']",6.3,104.646,5134.0,6.3,"['Mourning', 'the', 'loss', 'of', 'their', 'beloved', 'junior', 'high', 'basketball', 'coach,', 'five', 'middle-aged', 'pals', 'reunite', 'at', 'a', 'lake', 'house', 'and', 'rediscover', 'the', 'joys', 'of', 'being', 'a', 'kid.']",6.3,"[['', 'comedy', 'drama', 'european', 'comedy', '', 'comedy', ''], ['Mourning', 'the', 'loss', 'of', 'their', 'beloved', 'junior', 'high', 'basketball', 'coach,', 'five', 'middle-aged', 'pals', 'reunite', 'at', 'a', 'lake', 'house', 'and', 'rediscover', 'the', 'joys', 'of', 'being', 'a', 'kid.'], ['Adam', 'Sandler,', 'Kevin', 'James,', 'Chris', 'Rock,', 'David', 'Spade,', 'Rob', 'Schneider,', 'Salma', 'Hayek,', 'Maria', 'Bello,', 'Maya', 'Rudolph,', 'Colin', 'Quinn,', 'Tim', 'Meadows,', 'Joyce', 'Van', 'Patten'], ['buddies buddy comedy arrow convertible friends foot swing friendship overweight ']]","[ ' ' , ' c o m e d y ' , ' d r a m a ' , ' e u r o p e a n ' , ' c o m e d y ' , ' ' , ' c o m e d y ' , ' ' ] , [ ' m o u r n i n g ' , ' t h e ' , ' l o s s ' , ' o f ' , ' t h e i r ' , ' b e l o v e d ' , ' j u n i o r ' , ' h i g h ' , ' b a s k e t b a l l ' , ' c o a c h , ' , ' f i v e ' , ' m i d d l e - a g e d ' , ' p a l s ' , ' r e u n i t e ' , ' a t ' , ' a ' , ' l a k e ' , ' h o u s e ' , ' a n d ' , ' r e d i s c o v e r ' , ' t h e ' , ' j o y s ' , ' o f ' , ' b e i n g ' , ' a ' , ' k i d . ' ] , [ ' a d a m ' , ' s a n d l e r , ' , ' k e v i n ' , ' j a m e s , ' , ' c h r i s ' , ' r o c k , ' , ' d a v i d ' , ' s p a d e , ' , ' r o b ' , ' s c h n e i d e r , ' , ' s a l m a ' , ' h a y e k , ' , ' m a r i a ' , ' b e l l o , ' , ' m a y a ' , ' r u d o l p h , ' , ' c o l i n ' , ' q u i n n , ' , ' t i m ' , ' m e a d o w s , ' , ' j o y c e ' , ' v a n ' , ' p a t t e n ' ] , [ ' b u d d i e s b u d d y c o m e d y a r r o w c o n v e r t i b l e f r i e n d s f o o t s w i n g f r i e n d s h i p o v e r w e i g h t ' ]"
1,29,DARK SKIES,Scott Stewart,"['Keri', 'Russell,', 'Josh', 'Hamilton,', 'J.K.', 'Simmons,', 'Dakota', 'Goyo,', 'Kadan', 'Rockett,', 'L.J.', 'Benet,', 'Rich', 'Hutchman,', 'Myndy', 'Crist,', 'Annie', 'Thurman,', 'Jake', 'Brennan']",Netflix,tt4190332:tt2387433,75139.0,['fear alien horror supernatural '],MOVIE:MOVIE,"['', 'thriller', 'horror', 'scifi', 'documentation', 'horror', 'thriller', 'science', 'fiction', '', 'horror', 'thriller', 'science', 'fiction', '']",6.3,25.799,1537.0,6.3,"['A', 'familyâ\x80\x99s', 'idyllic', 'suburban', 'life', 'shatters', 'when', 'an', 'alien', 'force', 'invades', 'their', 'home,', 'and', 'as', 'they', 'struggle', 'to', 'convince', 'others', 'of', 'the', 'deadly', 'threat.']",6.3,"[['', 'thriller', 'horror', 'scifi', 'documentation', 'horror', 'thriller', 'science', 'fiction', '', 'horror', 'thriller', 'science', 'fiction', ''], ['A', 'familyâ\x80\x99s', 'idyllic', 'suburban', 'life', 'shatters', 'when', 'an', 'alien', 'force', 'invades', 'their', 'home,', 'and', 'as', 'they', 'struggle', 'to', 'convince', 'others', 'of', 'the', 'deadly', 'threat.'], ['Keri', 'Russell,', 'Josh', 'Hamilton,', 'J.K.', 'Simmons,', 'Dakota', 'Goyo,', 'Kadan', 'Rockett,', 'L.J.', 'Benet,', 'Rich', 'Hutchman,', 'Myndy', 'Crist,', 'Annie', 'Thurman,', 'Jake', 'Brennan'], ['fear alien horror supernatural ']]","[ ' ' , ' t h r i l l e r ' , ' h o r r o r ' , ' s c i f i ' , ' d o c u m e n t a t i o n ' , ' h o r r o r ' , ' t h r i l l e r ' , ' s c i e n c e ' , ' f i c t i o n ' , ' ' , ' h o r r o r ' , ' t h r i l l e r ' , ' s c i e n c e ' , ' f i c t i o n ' , ' ' ] , [ ' a ' , ' f a m i l y â \ x 8 0 \ x 9 9 s ' , ' i d y l l i c ' , ' s u b u r b a n ' , ' l i f e ' , ' s h a t t e r s ' , ' w h e n ' , ' a n ' , ' a l i e n ' , ' f o r c e ' , ' i n v a d e s ' , ' t h e i r ' , ' h o m e , ' , ' a n d ' , ' a s ' , ' t h e y ' , ' s t r u g g l e ' , ' t o ' , ' c o n v i n c e ' , ' o t h e r s ' , ' o f ' , ' t h e ' , ' d e a d l y ' , ' t h r e a t . ' ] , [ ' k e r i ' , ' r u s s e l l , ' , ' j o s h ' , ' h a m i l t o n , ' , ' j . k . ' , ' s i m m o n s , ' , ' d a k o t a ' , ' g o y o , ' , ' k a d a n ' , ' r o c k e t t , ' , ' l . j . ' , ' b e n e t , ' , ' r i c h ' , ' h u t c h m a n , ' , ' m y n d y ' , ' c r i s t , ' , ' a n n i e ' , ' t h u r m a n , ' , ' j a k e ' , ' b r e n n a n ' ] , [ ' f e a r a l i e n h o r r o r s u p e r n a t u r a l ' ]"
2,30,PARANOIA,Robert Luketic,"['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan']",Netflix,:tt1413495,,['escape deception bodyguard paranoia based on novel or book spy '],MOVIE:,"['', 'thriller', 'drama', '', 'thriller', 'drama', '']",0.0,29.299,745.0,5.7,"['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.']",5.377959529588216,"[['', 'thriller', 'drama', '', 'thriller', 'drama', ''], ['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.'], ['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan'], ['escape deception bodyguard paranoia based on novel or book spy ']]","[ ' ' , ' t h r i l l e r ' , ' d r a m a ' , ' ' , ' t h r i l l e r ' , ' d r a m a ' , ' ' ] , [ ' b l a c k m a i l e d ' , ' b y ' , ' h i s ' , "" c o m p a n y ' s "" , ' c e o , ' , ' a ' , ' l o w - l e v e l ' , ' e m p l o y e e ' , ' f i n d s ' , ' h i m s e l f ' , ' f o r c e d ' , ' t o ' , ' s p y ' , ' o n ' , ' t h e ' , "" b o s s ' s "" , ' r i v a l ' , ' a n d ' , ' f o r m e r ' , ' m e n t o r . ' ] , [ ' l i a m ' , ' h e m s w o r t h , ' , ' g a r y ' , ' o l d m a n , ' , ' a m b e r ' , ' h e a r d , ' , ' h a r r i s o n ' , ' f o r d , ' , ' l u c a s ' , ' t i l l , ' , ' e m b e t h ' , ' d a v i d t z , ' , ' j u l i a n ' , ' m c m a h o n , ' , ' j o s h ' , ' h o l l o w a y , ' , ' r i c h a r d ' , ' d r e y f u s s , ' , ' a n g e l a ' , ' s a r a f y a n ' ] , [ ' e s c a p e d e c e p t i o n b o d y g u a r d p a r a n o i a b a s e d o n n o v e l o r b o o k s p y ' ]"
3,31,PARANOIA,Robert Luketic,"['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan']",Netflix,:tt0063413,,['escape deception bodyguard paranoia based on novel or book spy '],MOVIE:,"['', 'thriller', 'drama', '', 'romance', 'drama', 'thriller', '']",0.0,29.299,745.0,6.2,"['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.']",5.377959529588216,"[['', 'thriller', 'drama', '', 'romance', 'drama', 'thriller', ''], ['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.'], ['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan'], ['escape deception bodyguard paranoia based on novel or book spy ']]","[ ' ' , ' t h r i l l e r ' , ' d r a m a ' , ' ' , ' r o m a n c e ' , ' d r a m a ' , ' t h r i l l e r ' , ' ' ] , [ ' b l a c k m a i l e d ' , ' b y ' , ' h i s ' , "" c o m p a n y ' s "" , ' c e o , ' , ' a ' , ' l o w - l e v e l ' , ' e m p l o y e e ' , ' f i n d s ' , ' h i m s e l f ' , ' f o r c e d ' , ' t o ' , ' s p y ' , ' o n ' , ' t h e ' , "" b o s s ' s "" , ' r i v a l ' , ' a n d ' , ' f o r m e r ' , ' m e n t o r . ' ] , [ ' l i a m ' , ' h e m s w o r t h , ' , ' g a r y ' , ' o l d m a n , ' , ' a m b e r ' , ' h e a r d , ' , ' h a r r i s o n ' , ' f o r d , ' , ' l u c a s ' , ' t i l l , ' , ' e m b e t h ' , ' d a v i d t z , ' , ' j u l i a n ' , ' m c m a h o n , ' , ' j o s h ' , ' h o l l o w a y , ' , ' r i c h a r d ' , ' d r e y f u s s , ' , ' a n g e l a ' , ' s a r a f y a n ' ] , [ ' e s c a p e d e c e p t i o n b o d y g u a r d p a r a n o i a b a s e d o n n o v e l o r b o o k s p y ' ]"
4,32,PARANOIA,Robert Luketic,"['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan']",Netflix,:tt0062096,,['escape deception bodyguard paranoia based on novel or book spy '],MOVIE:,"['', 'thriller', 'drama', '', 'drama', '']",0.0,29.299,745.0,6.0,"['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.']",5.377959529588216,"[['', 'thriller', 'drama', '', 'drama', ''], ['Blackmailed', 'by', 'his', ""company's"", 'CEO,', 'a', 'low-level', 'employee', 'finds', 'himself', 'forced', 'to', 'spy', 'on', 'the', ""boss's"", 'rival', 'and', 'former', 'mentor.'], ['Liam', 'Hemsworth,', 'Gary', 'Oldman,', 'Amber', 'Heard,', 'Harrison', 'Ford,', 'Lucas', 'Till,', 'Embeth', 'Davidtz,', 'Julian', 'McMahon,', 'Josh', 'Holloway,', 'Richard', 'Dreyfuss,', 'Angela', 'Sarafyan'], ['escape deception bodyguard paranoia based on novel or book spy ']]","[ ' ' , ' t h r i l l e r ' , ' d r a m a ' , ' ' , ' d r a m a ' , ' ' ] , [ ' b l a c k m a i l e d ' , ' b y ' , ' h i s ' , "" c o m p a n y ' s "" , ' c e o , ' , ' a ' , ' l o w - l e v e l ' , ' e m p l o y e e ' , ' f i n d s ' , ' h i m s e l f ' , ' f o r c e d ' , ' t o ' , ' s p y ' , ' o n ' , ' t h e ' , "" b o s s ' s "" , ' r i v a l ' , ' a n d ' , ' f o r m e r ' , ' m e n t o r . ' ] , [ ' l i a m ' , ' h e m s w o r t h , ' , ' g a r y ' , ' o l d m a n , ' , ' a m b e r ' , ' h e a r d , ' , ' h a r r i s o n ' , ' f o r d , ' , ' l u c a s ' , ' t i l l , ' , ' e m b e t h ' , ' d a v i d t z , ' , ' j u l i a n ' , ' m c m a h o n , ' , ' j o s h ' , ' h o l l o w a y , ' , ' r i c h a r d ' , ' d r e y f u s s , ' , ' a n g e l a ' , ' s a r a f y a n ' ] , [ ' e s c a p e d e c e p t i o n b o d y g u a r d p a r a n o i a b a s e d o n n o v e l o r b o o k s p y ' ]"
5,39,THE STRONGHOLD,CÃ©dric Jimenez,"['Gilles', 'Lellouche,', 'Karim', 'Leklou,', 'FranÃ§ois', 'Civil,', 'AdÃ¨le', 'Exarchopoulos,', 'Kenza', 'Fortas,', 'Cyril', 'Lecomte,', 'MichaÃ«l', 'Abiteboul,', 'Idir', 'Azougli,', 'Vincent', 'Darmuzey,', 'Jean-Yves', 'Berteloot']",Netflix,tt10404944:,9422.0,"['police marseille, france ']",MOVIE:MOVIE,"['', 'action', 'crime', 'thriller', 'european', 'crime', 'action', 'thriller', '']",7.5,120.881,918.0,7.5,"['Tired', 'of', 'the', 'small-time', 'grind,', 'three', 'Marseille', 'cops', 'get', 'a', 'chance', 'to', 'bust', 'a', 'major', 'drug', 'network.', 'But', 'lines', 'blur', 'when', 'a', 'key', 'informant', 'makes', 'a', 'big', 'ask.']",7.5,"[['', 'action', 'crime', 'thriller', 'european', 'crime', 'action', 'thriller', ''], ['Tired', 'of', 'the', 'small-time', 'grind,', 'three', 'Marseille', 'cops', 'get', 'a', 'chance', 'to', 'bust', 'a', 'major', 'drug', 'network.', 'But', 'lines', 'blur', 'when', 'a', 'key', 'informant', 'makes', 'a', 'big', 'ask.'], ['Gilles', 'Lellouche,', 'Karim', 'Leklou,', 'FranÃ§ois', 'Civil,', 'AdÃ¨le', 'Exarchopoulos,', 'Kenza', 'Fortas,', 'Cyril', 'Lecomte,', 'MichaÃ«l', 'Abiteboul,', 'Idir', 'Azougli,', 'Vincent', 'Darmuzey,', 'Jean-Yves', 'Berteloot'], ['police marseille, france ']]","[ ' ' , ' a c t i o n ' , ' c r i m e ' , ' t h r i l l e r ' , ' e u r o p e a n ' , ' c r i m e ' , ' a c t i o n ' , ' t h r i l l e r ' , ' ' ] , [ ' t i r e d ' , ' o f ' , ' t h e ' , ' s m a l l - t i m e ' , ' g r i n d , ' , ' t h r e e ' , ' m a r s e i l l e ' , ' c o p s ' , ' g e t ' , ' a ' , ' c h a n c e ' , ' t o ' , ' b u s t ' , ' a ' , ' m a j o r ' , ' d r u g ' , ' n e t w o r k . ' , ' b u t ' , ' l i n e s ' , ' b l u r ' , ' w h e n ' , ' a ' , ' k e y ' , ' i n f o r m a n t ' , ' m a k e s ' , ' a ' , ' b i g ' , ' a s k . ' ] , [ ' g i l l e s ' , ' l e l l o u c h e , ' , ' k a r i m ' , ' l e k l o u , ' , ' f r a n ã § o i s ' , ' c i v i l , ' , ' a d ã ¨ l e ' , ' e x a r c h o p o u l o s , ' , ' k e n z a ' , ' f o r t a s , ' , ' c y r i l ' , ' l e c o m t e , ' , ' m i c h a ã « l ' , ' a b i t e b o u l , ' , ' i d i r ' , ' a z o u g l i , ' , ' v i n c e n t ' , ' d a r m u z e y , ' , ' j e a n - y v e s ' , ' b e r t e l o o t ' ] , [ ' p o l i c e m a r s e i l l e , f r a n c e ' ]"
6,44,JAWS,Steven Spielberg,"['Roy', 'Scheider,', 'Robert', 'Shaw,', 'Richard', 'Dreyfuss,', 'Lorraine', 'Gary,', 'Murray', 'Hamilton,', 'Carl', 'Gottlieb,', 'Jeffrey', 'Kramer,', 'Susan', 'Backlinie,', 'Jonathan', 'Filley,', 'Ted', 'Grossman']",Netflix,:tt0073195,,"['shark cage animal horror fishing boat severed leg fourth of july child killed by animal dead dog great white shark shark skinny dipping creature dead child long island, new york animal attack dying and death ferry boat police chief shark attack shipwreck bathing atlantic ocean fishing beach based on novel or book ']",MOVIE:,"['', 'adventure', 'thriller', 'horror', '', 'adventure', 'thriller', 'horror', '']",0.0,44.988,8704.0,7.6,"['When', 'an', 'insatiable', 'great', 'white', 'shark', 'terrorizes', 'Amity', 'Island,', 'a', 'police', 'chief,', 'an', 'oceanographer', 'and', 'a', 'grizzled', 'shark', 'hunter', 'seek', 'to', 'destroy', 'the', 'beast.']",7.404346130904511,"[['', 'adventure', 'thriller', 'horror', '', 'adventure', 'thriller', 'horror', ''], ['When', 'an', 'insatiable', 'great', 'white', 'shark', 'terrorizes', 'Amity', 'Island,', 'a', 'police', 'chief,', 'an', 'oceanographer', 'and', 'a', 'grizzled', 'shark', 'hunter', 'seek', 'to', 'destroy', 'the', 'beast.'], ['Roy', 'Scheider,', 'Robert', 'Shaw,', 'Richard', 'Dreyfuss,', 'Lorraine', 'Gary,', 'Murray', 'Hamilton,', 'Carl', 'Gottlieb,', 'Jeffrey', 'Kramer,', 'Susan', 'Backlinie,', 'Jonathan', 'Filley,', 'Ted', 'Grossman'], ['shark cage animal horror fishing boat severed leg fourth of july child killed by animal dead dog great white shark shark skinny dipping creature dead child long island, new york animal attack dying and death ferry boat police chief shark attack shipwreck bathing atlantic ocean fishing beach based on novel or book ']]","[ ' ' , ' a d v e n t u r e ' , ' t h r i l l e r ' , ' h o r r o r ' , ' ' , ' a d v e n t u r e ' , ' t h r i l l e r ' , ' h o r r o r ' , ' ' ] , [ ' w h e n ' , ' a n ' , ' i n s a t i a b l e ' , ' g r e a t ' , ' w h i t e ' , ' s h a r k ' , ' t e r r o r i z e s ' , ' a m i t y ' , ' i s l a n d , ' , ' a ' , ' p o l i c e ' , ' c h i e f , ' , ' a n ' , ' o c e a n o g r a p h e r ' , ' a n d ' , ' a ' , ' g r i z z l e d ' , ' s h a r k ' , ' h u n t e r ' , ' s e e k ' , ' t o ' , ' d e s t r o y ' , ' t h e ' , ' b e a s t . ' ] , [ ' r o y ' , ' s c h e i d e r , ' , ' r o b e r t ' , ' s h a w , ' , ' r i c h a r d ' , ' d r e y f u s s , ' , ' l o r r a i n e ' , ' g a r y , ' , ' m u r r a y ' , ' h a m i l t o n , ' , ' c a r l ' , ' g o t t l i e b , ' , ' j e f f r e y ' , ' k r a m e r , ' , ' s u s a n ' , ' b a c k l i n i e , ' , ' j o n a t h a n ' , ' f i l l e y , ' , ' t e d ' , ' g r o s s m a n ' ] , [ ' s h a r k c a g e a n i m a l h o r r o r f i s h i n g b o a t s e v e r e d l e g f o u r t h o f j u l y c h i l d k i l l e d b y a n i m a l d e a d d o g g r e a t w h i t e s h a r k s h a r k s k i n n y d i p p i n g c r e a t u r e d e a d c h i l d l o n g i s l a n d , n e w y o r k a n i m a l a t t a c k d y i n g a n d d e a t h f e r r y b o a t p o l i c e c h i e f s h a r k a t t a c k s h i p w r e c k b a t h i n g a t l a n t i c o c e a n f i s h i n g b e a c h b a s e d o n n o v e l o r b o o k ' ]"
7,45,JAWS 2,Jeannot Szwarc,"['Roy', 'Scheider,', 'Lorraine', 'Gary,', 'Murray', 'Hamilton,', 'Joseph', 'Mascolo,', 'Jeffrey', 'Kramer,', 'Collin', 'Wilcox', 'Paxton,', 'Ann', 'Dusenberry,', 'Mark', 'Gruner,', 'Barry', 'Coe,', 'Susan', 'French']",Netflix,:tt0077766,,['tourism water skiing high-tension current killer whale great white shark shark creature scuba diving rescue sequel animal attack current panic dying and death boat accident sailing police chief shark attack island mayor '],MOVIE:,"['', 'thriller', 'horror', '', 'thriller', 'horror', '']",0.0,16.792,1552.0,5.9,"['Four', 'years', 'after', 'the', 'last', 'deadly', 'shark', 'attacks,', 'police', 'chief', 'Martin', 'Brody', 'fights', 'to', 'protect', 'Amity', 'Island', 'from', 'another', 'killer', 'great', 'white.']",5.628745219835493,"[['', 'thriller', 'horror', '', 'thriller', 'horror', ''], ['Four', 'years', 'after', 'the', 'last', 'deadly', 'shark', 'attacks,', 'police', 'chief', 'Martin', 'Brody', 'fights', 'to', 'protect', 'Amity', 'Island', 'from', 'another', 'killer', 'great', 'white.'], ['Roy', 'Scheider,', 'Lorraine', 'Gary,', 'Murray', 'Hamilton,', 'Joseph', 'Mascolo,', 'Jeffrey', 'Kramer,', 'Collin', 'Wilcox', 'Paxton,', 'Ann', 'Dusenberry,', 'Mark', 'Gruner,', 'Barry', 'Coe,', 'Susan', 'French'], ['tourism water skiing high-tension current killer whale great white shark shark creature scuba diving rescue sequel animal attack current panic dying and death boat accident sailing police chief shark attack island mayor ']]","[ ' ' , ' t h r i l l e r ' , ' h o r r o r ' , ' ' , ' t h r i l l e r ' , ' h o r r o r ' , ' ' ] , [ ' f o u r ' , ' y e a r s ' , ' a f t e r ' , ' t h e ' , ' l a s t ' , ' d e a d l y ' , ' s h a r k ' , ' a t t a c k s , ' , ' p o l i c e ' , ' c h i e f ' , ' m a r t i n ' , ' b r o d y ' , ' f i g h t s ' , ' t o ' , ' p r o t e c t ' , ' a m i t y ' , ' i s l a n d ' , ' f r o m ' , ' a n o t h e r ' , ' k i l l e r ' , ' g r e a t ' , ' w h i t e . ' ] , [ ' r o y ' , ' s c h e i d e r , ' , ' l o r r a i n e ' , ' g a r y , ' , ' m u r r a y ' , ' h a m i l t o n , ' , ' j o s e p h ' , ' m a s c o l o , ' , ' j e f f r e y ' , ' k r a m e r , ' , ' c o l l i n ' , ' w i l c o x ' , ' p a x t o n , ' , ' a n n ' , ' d u s e n b e r r y , ' , ' m a r k ' , ' g r u n e r , ' , ' b a r r y ' , ' c o e , ' , ' s u s a n ' , ' f r e n c h ' ] , [ ' t o u r i s m w a t e r s k i i n g h i g h - t e n s i o n c u r r e n t k i l l e r w h a l e g r e a t w h i t e s h a r k s h a r k c r e a t u r e s c u b a d i v i n g r e s c u e s e q u e l a n i m a l a t t a c k c u r r e n t p a n i c d y i n g a n d d e a t h b o a t a c c i d e n t s a i l i n g p o l i c e c h i e f s h a r k a t t a c k i s l a n d m a y o r ' ]"
8,49,SAFE HOUSE,Daniel Espinosa,"['Denzel', 'Washington,', 'Ryan', 'Reynolds,', 'Vera', 'Farmiga,', 'Brendan', 'Gleeson,', 'Sam', 'Shepard,', 'RubÃ©n', 'Blades,', 'Nora', 'Arnezeder,', 'Robert', 'Patrick,', 'Liam', 'Cunningham,', 'Joel', 'Kinnaman']",Netflix,:tt0120051,,"['consulate football (soccer) stadium cape town, south africa rogue agent safe house interrogation shootout on the run betrayal microchip martial arts cia ']",MOVIE:,"['', 'thriller', 'action', '', 'thriller', '']",0.0,21.92,3072.0,6.4,"['Young', 'CIA', 'operative', 'Matt', 'Weston', 'must', 'get', 'a', 'dangerous', 'criminal', 'out', 'of', 'an', 'agency', 'safe', 'house', ""that's"", 'come', 'under', 'attack', 'and', 'get', 'him', 'to', 'a', 'securer', 'location.']",6.142268484424331,"[['', 'thriller', 'action', '', 'thriller', ''], ['Young', 'CIA', 'operative', 'Matt', 'Weston', 'must', 'get', 'a', 'dangerous', 'criminal', 'out', 'of', 'an', 'agency', 'safe', 'house', ""that's"", 'come', 'under', 'attack', 'and', 'get', 'him', 'to', 'a', 'securer', 'location.'], ['Denzel', 'Washington,', 'Ryan', 'Reynolds,', 'Vera', 'Farmiga,', 'Brendan', 'Gleeson,', 'Sam', 'Shepard,', 'RubÃ©n', 'Blades,', 'Nora', 'Arnezeder,', 'Robert', 'Patrick,', 'Liam', 'Cunningham,', 'Joel', 'Kinnaman'], ['consulate football (soccer) stadium cape town, south africa rogue agent safe house interrogation shootout on the run betrayal microchip martial arts cia ']]","[ ' ' , ' t h r i l l e r ' , ' a c t i o n ' , ' ' , ' t h r i l l e r ' , ' ' ] , [ ' y o u n g ' , ' c i a ' , ' o p e r a t i v e ' , ' m a t t ' , ' w e s t o n ' , ' m u s t ' , ' g e t ' , ' a ' , ' d a n g e r o u s ' , ' c r i m i n a l ' , ' o u t ' , ' o f ' , ' a n ' , ' a g e n c y ' , ' s a f e ' , ' h o u s e ' , "" t h a t ' s "" , ' c o m e ' , ' u n d e r ' , ' a t t a c k ' , ' a n d ' , ' g e t ' , ' h i m ' , ' t o ' , ' a ' , ' s e c u r e r ' , ' l o c a t i o n . ' ] , [ ' d e n z e l ' , ' w a s h i n g t o n , ' , ' r y a n ' , ' r e y n o l d s , ' , ' v e r a ' , ' f a r m i g a , ' , ' b r e n d a n ' , ' g l e e s o n , ' , ' s a m ' , ' s h e p a r d , ' , ' r u b ã © n ' , ' b l a d e s , ' , ' n o r a ' , ' a r n e z e d e r , ' , ' r o b e r t ' , ' p a t r i c k , ' , ' l i a m ' , ' c u n n i n g h a m , ' , ' j o e l ' , ' k i n n a m a n ' ] , [ ' c o n s u l a t e f o o t b a l l ( s o c c e r ) s t a d i u m c a p e t o w n , s o u t h a f r i c a r o g u e a g e n t s a f e h o u s e i n t e r r o g a t i o n s h o o t o u t o n t h e r u n b e t r a y a l m i c r o c h i p m a r t i a l a r t s c i a ' ]"
